timestamp,packets_sent,bytes_sent,elapsed_time,packet_rate,bandwidth,cpu_usage,memory_usage,network_bytes_sent,network_bytes_recv,network_packets_sent,network_packets_recv,attack_intensity,src_ip,dest_ip
2024-09-22 18:36:00.323645,0,0,1.3592643737792969,0.0,0.0,65.3,47.8,161183979,22868859269,364253,16427034,1.0,,192.168.1.100
2024-09-22 18:36:01.431705,0,0,2.4673240184783936,0.0,0.0,7.7,47.9,161193735,22868871766,364293,16427078,1.0,,192.168.1.100
2024-09-22 18:36:02.497618,0,0,3.5332367420196533,0.0,0.0,14.7,48.0,161246953,22868909546,364453,16427227,1.0,,192.168.1.100
2024-09-22 18:36:03.558265,0,0,4.593884468078613,0.0,0.0,7.1,48.0,161253617,22868915655,364493,16427264,1.0,,192.168.1.100
2024-09-22 18:36:04.625250,0,0,5.6608686447143555,0.0,0.0,6.6,48.0,161266132,22868932588,364544,16427311,1.0,,192.168.1.100
2024-09-22 18:36:05.681807,0,0,6.71742582321167,0.0,0.0,17.7,48.1,161276650,22868939036,364559,16427326,1.0,,192.168.1.100
2024-09-22 18:36:06.739692,0,0,7.775311231613159,0.0,0.0,9.0,48.1,161278863,22868941086,364579,16427344,1.0,,192.168.1.100
2024-09-22 18:36:07.800141,0,0,8.83575963973999,0.0,0.0,3.8,48.1,161279621,22868941677,364583,16427347,1.0,,192.168.1.100
2024-09-22 18:36:08.866326,0,0,9.901944637298584,0.0,0.0,8.5,48.1,161300366,22868948162,364628,16427385,1.0,,192.168.1.100
2024-09-22 18:36:09.925907,0,0,10.96152639389038,0.0,0.0,3.8,48.1,161304061,22868951676,364650,16427403,1.0,,192.168.1.100
2024-09-22 18:36:10.984559,0,0,12.020177841186523,0.0,0.0,22.4,48.1,161322077,22868967869,364757,16427494,1.0,,192.168.1.100
2024-09-22 18:36:12.046381,0,0,13.081999778747559,0.0,0.0,7.6,48.1,161322769,22868968394,364760,16427496,1.1,,192.168.1.100
2024-09-22 18:36:13.105407,0,0,14.14102578163147,0.0,0.0,7.1,48.1,161323578,22868969036,364765,16427500,1.1,,192.168.1.100
2024-09-22 18:36:14.165701,0,0,15.201319932937622,0.0,0.0,5.2,48.1,161325379,22868970805,364778,16427511,1.1,,192.168.1.100
2024-09-22 18:36:15.232844,0,0,16.268463134765625,0.0,0.0,4.3,48.1,161351112,22868982812,364840,16427567,1.1,,192.168.1.100
2024-09-22 18:36:16.296420,0,0,17.33203887939453,0.0,0.0,19.7,48.2,161389942,22869015131,364972,16427694,1.1,,192.168.1.100
2024-09-22 18:36:17.359692,0,0,18.395310640335083,0.0,0.0,9.4,48.2,161406185,22869032949,365058,16427777,1.1,,192.168.1.100
2024-09-22 18:36:18.421054,0,0,19.45667338371277,0.0,0.0,7.6,48.2,161418834,22869048521,365138,16427855,1.1,,192.168.1.100
2024-09-22 18:36:19.485749,0,0,20.521368503570557,0.0,0.0,6.1,48.2,161444455,22869078747,365285,16427999,1.1,,192.168.1.100
2024-09-22 18:36:20.551085,0,0,21.586703538894653,0.0,0.0,9.9,48.2,161514693,22869131404,365545,16428250,1.1,,192.168.1.100
2024-09-22 18:36:21.616241,0,0,22.651859998703003,0.0,0.0,14.2,48.2,161554493,22869177935,365767,16428471,1.1,,192.168.1.100
2024-09-22 18:36:22.680468,0,0,23.716087102890015,0.0,0.0,11.2,48.2,161555795,22869179032,365775,16428478,1.2100000000000002,,192.168.1.100
2024-09-22 18:36:23.737016,0,0,24.772634744644165,0.0,0.0,5.7,48.2,161557021,22869180481,365787,16428490,1.2100000000000002,,192.168.1.100
2024-09-22 18:36:24.795005,0,0,25.830623626708984,0.0,0.0,5.7,48.2,161558178,22869181189,365794,16428495,1.2100000000000002,,192.168.1.100
2024-09-22 18:36:25.852737,0,0,26.88835644721985,0.0,0.0,11.0,48.2,161562239,22869188238,365825,16428519,1.2100000000000002,,192.168.1.100
2024-09-22 18:36:26.911521,0,0,27.947139978408813,0.0,0.0,13.7,48.2,161581416,22869192789,365849,16428537,1.2100000000000002,,192.168.1.100
2024-09-22 18:36:27.971554,0,0,29.00717282295227,0.0,0.0,3.8,48.2,161582108,22869193314,365852,16428539,1.2100000000000002,,192.168.1.100
2024-09-22 18:36:29.032563,0,0,30.06818175315857,0.0,0.0,10.8,48.2,161583187,22869194226,365861,16428547,1.2100000000000002,,192.168.1.100
2024-09-22 18:36:30.092929,0,0,31.12854790687561,0.0,0.0,3.8,48.2,161585357,22869196163,365879,16428563,1.2100000000000002,,192.168.1.100
2024-09-22 18:36:31.154284,0,0,32.189903259277344,0.0,0.0,5.7,48.2,161587206,22869197396,365889,16428570,1.2100000000000002,,192.168.1.100
2024-09-22 18:36:32.214915,0,0,33.25053381919861,0.0,0.0,11.0,48.2,161587898,22869197921,365892,16428572,1.2100000000000002,,192.168.1.100
2024-09-22 18:36:33.278281,0,0,34.313899993896484,0.0,0.0,9.5,48.2,161607907,22869203011,365923,16428596,1.3310000000000004,,192.168.1.100
2024-09-22 18:36:34.340749,0,0,35.376367807388306,0.0,0.0,3.3,48.2,161608810,22869203719,365929,16428601,1.3310000000000004,,192.168.1.100
2024-09-22 18:36:35.402644,0,0,36.438262939453125,0.0,0.0,5.7,48.2,161609967,22869204493,365936,16428607,1.3310000000000004,,192.168.1.100
2024-09-22 18:36:36.464485,0,0,37.50010442733765,0.0,0.0,11.8,48.2,161611424,22869205869,365948,16428618,1.3310000000000004,,192.168.1.100
2024-09-22 18:36:37.530210,0,0,38.565829277038574,0.0,0.0,13.1,48.3,161612116,22869206394,365951,16428620,1.3310000000000004,,192.168.1.100
2024-09-22 18:36:38.609588,0,0,39.64520740509033,0.0,0.0,13.0,48.2,161631527,22869211245,365979,16428643,1.3310000000000004,,192.168.1.100
2024-09-22 18:36:39.672332,0,0,40.707951068878174,0.0,0.0,3.3,48.2,161632219,22869211770,365982,16428645,1.3310000000000004,,192.168.1.100
2024-09-22 18:36:40.735408,0,0,41.77102732658386,0.0,0.0,6.1,48.2,161633376,22869212544,365989,16428651,1.3310000000000004,,192.168.1.100
2024-09-22 18:36:41.804839,0,0,42.840458154678345,0.0,0.0,4.2,48.2,161634533,22869213318,365996,16428657,1.3310000000000004,,192.168.1.100
2024-09-22 18:36:42.865801,0,0,43.90142035484314,0.0,0.0,11.8,48.3,161635225,22869213843,365999,16428659,1.3310000000000004,,192.168.1.100
2024-09-22 18:36:43.926629,0,0,44.96224808692932,0.0,0.0,9.9,48.2,161636151,22869214602,366006,16428665,1.4641000000000006,,192.168.1.100
2024-09-22 18:36:44.985588,0,0,46.021207094192505,0.0,0.0,4.8,48.2,161655793,22869219402,366034,16428687,1.4641000000000006,,192.168.1.100
2024-09-22 18:36:46.043286,0,0,47.07890462875366,0.0,0.0,11.9,48.2,161656950,22869220176,366041,16428693,1.4641000000000006,,192.168.1.100
2024-09-22 18:36:47.101376,0,0,48.1369948387146,0.0,0.0,6.2,48.2,161657642,22869220701,366044,16428695,1.4641000000000006,,192.168.1.100
2024-09-22 18:36:48.195723,0,0,49.23134207725525,0.0,0.0,11.9,48.4,161659143,22869221868,366052,16428701,1.4641000000000006,,192.168.1.100
2024-09-22 18:36:49.282030,0,0,50.31764888763428,0.0,0.0,12.4,48.2,161659952,22869222510,366057,16428705,1.4641000000000006,,192.168.1.100
2024-09-22 18:36:50.341224,0,0,51.376843214035034,0.0,0.0,6.1,48.2,164832405,22869253525,366289,16428942,1.4641000000000006,,192.168.1.100
2024-09-22 18:36:51.400274,0,0,52.435893058776855,0.0,0.0,5.2,48.2,164852047,22869258325,366317,16428964,1.4641000000000006,,192.168.1.100
2024-09-22 18:36:52.461366,0,0,53.49698543548584,0.0,0.0,8.0,48.2,164852739,22869258850,366320,16428966,1.4641000000000006,,192.168.1.100
2024-09-22 18:36:53.520310,0,0,54.55592894554138,0.0,0.0,7.6,48.2,164853665,22869259609,366327,16428972,1.4641000000000006,,192.168.1.100
2024-09-22 18:36:54.593020,0,0,55.62863874435425,0.0,0.0,11.2,48.2,164854890,22869260419,366334,16428978,1.6105100000000008,,192.168.1.100
2024-09-22 18:36:55.652192,0,0,56.68781137466431,0.0,0.0,5.2,48.2,164856047,22869261193,366341,16428984,1.6105100000000008,,192.168.1.100
2024-09-22 18:36:56.711373,0,0,57.746991872787476,0.0,0.0,12.7,48.2,164875689,22869265993,366369,16429006,1.6105100000000008,,192.168.1.100
2024-09-22 18:36:57.772293,0,0,58.80791234970093,0.0,0.0,9.0,48.2,164876381,22869266518,366372,16429008,1.6105100000000008,,192.168.1.100
2024-09-22 18:36:58.832927,0,0,59.86854553222656,0.0,0.0,5.7,48.2,164877669,22869267989,366384,16429019,1.6105100000000008,,192.168.1.100
2024-09-22 18:36:59.896298,0,0,60.93191695213318,0.0,0.0,12.8,48.2,164879605,22869269456,366398,16429032,1.6105100000000008,,192.168.1.100
