timestamp,packets_sent,bytes_sent,elapsed_time,packet_rate,bandwidth,cpu_usage,memory_usage,network_bytes_sent,network_bytes_recv,network_packets_sent,network_packets_recv,attack_intensity,src_ip,dest_ip
2024-09-22 18:27:37.809606,0,0,161.1253068447113,0.0,0.0,70.0,46.0,144888188,22858587874,343673,16407383,2.0,,192.168.1.100
2024-09-22 18:27:38.813587,0,0,162.12928795814514,0.0,0.0,25.8,46.1,144987149,22858653022,343794,16407500,2.0,,192.168.1.100
2024-09-22 18:27:39.815227,0,0,163.13092756271362,0.0,0.0,6.5,46.1,145072798,22858705327,343862,16407563,2.0,,192.168.1.100
2024-09-22 18:27:40.816837,0,0,164.13253808021545,0.0,0.0,7.1,46.0,145157730,22858757986,343920,16407618,2.0,,192.168.1.100
2024-09-22 18:27:41.818541,0,0,165.13424229621887,0.0,0.0,6.0,46.1,145163337,22858765334,343945,16407641,2.0,,192.168.1.100
2024-09-22 18:27:42.820820,0,0,166.13652062416077,0.0,0.0,57.8,46.0,145284830,22858831437,344039,16407723,2.0,,192.168.1.100
2024-09-22 18:27:43.821643,0,0,167.13734364509583,0.0,0.0,34.8,46.0,145326147,22858896363,344169,16407859,2.0,,192.168.1.100
2024-09-22 18:27:44.823278,0,0,168.1389787197113,0.0,0.0,8.5,46.0,145413873,22858946260,344248,16407930,2.0,,192.168.1.100
2024-09-22 18:27:45.824892,0,0,169.14059281349182,0.0,0.0,4.5,46.0,145422767,22858953379,344285,16407962,2.0,,192.168.1.100
2024-09-22 18:27:46.826568,0,0,170.14226865768433,0.0,0.0,53.2,46.0,145526444,22859027244,344402,16408077,2.0,,192.168.1.100
2024-09-22 18:27:47.828222,0,0,171.1439232826233,0.0,0.0,20.7,46.3,145637808,22859124693,344528,16408202,2.0,,192.168.1.100
2024-09-22 18:27:48.832647,0,0,172.14834785461426,0.0,0.0,1.5,46.3,145671055,22859133278,344575,16408240,2.0,,192.168.1.100
2024-09-22 18:27:49.834263,0,0,173.1499638557434,0.0,0.0,11.9,46.4,145706528,22859170868,344758,16408414,2.0,,192.168.1.100
2024-09-22 18:27:50.835846,0,0,174.15154671669006,0.0,0.0,5.0,46.4,145734421,22859203960,344917,16408572,2.0,,192.168.1.100
2024-09-22 18:27:51.837417,0,0,175.1531183719635,0.0,0.0,12.3,46.4,145751105,22859224389,345011,16408666,2.0,,192.168.1.100
