timestamp,requests_sent,bytes_sent,cpu_usage,memory_usage,network_bytes_sent,network_bytes_recv,server_status,current_rate,adaptive_factor,HTTP GET Flood_success,HTTP POST Flood_success,Slowloris_success,HTTP HEAD Flood_success,Large File Request_success,Rapid Session Creation_success,HTTP GET Flood_fail,HTTP POST Flood_fail,Slowloris_fail,HTTP HEAD Flood_fail,Large File Request_fail,Rapid Session Creation_fail
1727037378.7252872,3527,3611648,3.5,53.9,532122766,23119896744,UP,20.0,2.0,1301,374,653,505,599,95,0,0,0,0,0,0
1727037380.728042,3567,3652608,8.5,54.0,532211875,23119982627,UP,20.0,2.0,1319,379,661,508,604,96,0,0,0,0,0,0
1727037382.7316067,3607,3693568,33.5,54.0,532274069,23120045831,UP,20.0,2.0,1337,381,667,513,612,97,0,0,0,0,0,0
1727037384.7343245,3647,3734528,52.3,51.6,532401742,23120148971,UP,20.0,2.0,1354,387,674,519,615,98,0,0,0,0,0,0
1727037386.738679,3687,3775488,8.0,51.4,532513908,23120270841,UP,20.0,2.0,1370,394,679,524,620,100,0,0,0,0,0,0
1727037388.740713,3727,3816448,10.6,51.4,532615158,23120365497,UP,20.0,2.0,1389,398,684,529,627,100,0,0,0,0,0,0
1727037390.7425232,3767,3857408,15.7,51.4,532722695,23120455325,UP,20.0,2.0,1402,402,695,533,635,100,0,0,0,0,0,0
1727037392.745393,3807,3898368,3.5,51.0,532788847,23120522927,UP,20.0,2.0,1414,407,702,542,642,100,0,0,0,0,0,0
1727037394.7475445,3847,3939328,6.5,51.3,532880967,23120615734,UP,20.0,2.0,1430,411,706,546,653,101,0,0,0,0,0,0
1727037396.751681,3887,3980288,6.5,51.4,532963640,23120684651,UP,20.0,2.0,1450,414,709,552,660,102,0,0,0,0,0,0
1727037398.7555518,3927,4021248,4.5,51.4,533053823,23120788206,UP,20.0,2.0,1464,417,717,559,667,103,0,0,0,0,0,0
1727037400.7587965,3967,4062208,13.2,51.5,533161171,23120883570,UP,20.0,2.0,1479,425,723,561,676,103,0,0,0,0,0,0
1727037402.7628179,4007,4103168,1.5,51.5,533247360,23120956724,UP,20.0,2.0,1495,430,727,566,686,103,0,0,0,0,0,0
1727037404.7667751,4047,4144128,12.4,51.2,533335973,23121041367,UP,20.0,2.0,1508,435,737,574,689,104,0,0,0,0,0,0
1727037406.7688732,4087,4185088,5.0,51.3,533398947,23121104923,UP,20.0,2.0,1523,438,744,584,694,104,0,0,0,0,0,0
1727037408.7714777,4127,4226048,1.0,51.3,533513018,23121218261,UP,20.0,2.0,1539,445,750,589,700,104,0,0,0,0,0,0
1727037410.7742755,4167,4267008,17.6,51.4,533614688,23121312989,UP,20.0,2.0,1557,450,757,592,707,104,0,0,0,0,0,0
1727037412.7764468,4207,4307968,1.5,51.4,533683867,23121383062,UP,20.0,2.0,1572,454,767,596,714,104,0,0,0,0,0,0
1727037414.7802932,4247,4348928,1.5,51.4,533764084,23121449082,UP,20.0,2.0,1593,456,773,603,716,106,0,0,0,0,0,0
1727037416.7837565,4287,4389888,5.9,51.5,533826087,23121512353,UP,20.0,2.0,1612,460,783,606,719,107,0,0,0,0,0,0
1727037418.7862444,4327,4430848,1.5,51.5,537138189,23121656177,UP,20.0,2.0,1625,466,791,610,727,108,0,0,0,0,0,0
1727037420.7884774,4367,4471808,27.8,51.6,537340856,23121866579,UP,20.0,2.0,1640,473,802,611,731,110,0,0,0,0,0,0
1727037422.7929113,4407,4512768,7.6,51.6,537542909,23122052708,UP,20.0,2.0,1656,480,812,615,734,110,0,0,0,0,0,0
1727037424.7954786,4447,4553728,0.5,51.6,537695200,23122174299,UP,20.0,2.0,1670,485,818,623,741,110,0,0,0,0,0,0
1727037426.7993577,4487,4594688,9.5,51.6,537845106,23122286841,UP,20.0,2.0,1682,489,827,627,750,112,0,0,0,0,0,0
1727037428.8022294,4527,4635648,2.5,51.6,538017235,23122428733,UP,20.0,2.0,1698,492,834,631,759,113,0,0,0,0,0,0
1727037430.8045135,4567,4676608,15.2,51.3,538161669,23122549863,UP,20.0,2.0,1713,496,841,639,765,113,0,0,0,0,0,0
